,welch_ttest,p_value,t_value,Significant,q_value
0,0.0,0.37227534195488887,-0.9018238153954666,0.0,0.42545753366273015
1,1.0,0.6173760708988901,-0.503271373791631,0.0,0.6173760708988901
2,2.0,0.00022820540526297665,-4.020798956732587,1.0,0.0018256432421038132
3,3.0,0.003713018247461861,-3.054355809464569,1.0,0.014852072989847444
4,4.0,0.30549443737121873,1.0369088534704962,0.0,0.42545753366273015
5,5.0,0.009325829184506468,-2.714173222519822,1.0,0.02486887782535058
6,6.0,0.35543475293944915,-0.9344808427887746,0.0,0.42545753366273015
7,7.0,0.12830556537822313,-1.5503972724132793,0.0,0.25661113075644626
