,welch_ttest,p_value,t_value,Significant,q_value
0,0.0,0.14104236178736063,-1.5024651229496317,0.0,0.16119127061412644
1,1.0,0.03042190007448861,-2.263928809783919,0.0,0.08112506686530296
2,2.0,0.10667738131998919,-1.6635187161971028,0.0,0.14223650842665225
3,3.0,0.21260106990350325,-1.2836902363664215,0.0,0.21260106990350325
4,4.0,0.018943319219007056,2.4490575717630656,0.0,0.08112506686530296
5,5.0,0.028635782392212726,-2.2911011001060264,0.0,0.08112506686530296
6,6.0,0.04741877824782559,-2.0470857353544343,0.0,0.0947598162841263
7,7.0,0.059224885177578936,-1.9584995182208584,0.0,0.0947598162841263
