,index,Source,SS,DF1,DF2,MS,F,p-unc,np2,eps,metric,Significant,q_value,p_value
0,0,label,0.05061328091882265,1,47,0.05061328091882265,1.754336633103079,0.19173715637220584,0.035983191532380006,,0,False,0.3834743127444117,0.19173715637220584
1,1,time_labels,0.004872228400079814,1,47,0.004872228400079814,0.6353553162052933,0.42940619639742217,0.013337893923279897,1.0,0,False,0.5424078270283228,0.42940619639742217
2,2,Interaction,0.002423502050322268,1,47,0.002423502050322268,0.31603299046519606,0.5766729311475353,0.006679194566646804,,0,False,0.659054778454326,0.5766729311475353
3,0,label,0.1327716395314578,1,47,0.1327716395314578,1.7575791599411863,0.19133452205184703,0.03604730157286394,,1,False,0.3834743127444117,0.19133452205184703
4,1,time_labels,0.00013511889580794157,1,47,0.00013511889580794157,0.004435188223233823,0.9471848600924564,9.435680283091757e-05,1.0,1,False,0.9471848600924564,0.9471848600924564
5,2,Interaction,0.040035379447728836,1,47,0.040035379447728836,1.3141348023717945,0.2574503169102324,0.027199799970489838,,1,False,0.4413434004175412,0.2574503169102324
6,0,label,0.9350491705841872,1,47,0.9350491705841872,20.252245500504777,4.4540257063108996e-05,0.3011385768576719,,2,True,0.001068966169514616,4.4540257063108996e-05
7,1,time_labels,0.037298441788383985,1,47,0.037298441788383985,3.9780936924019192,0.05191381405421842,0.07803535605716143,1.0,2,False,0.20646933120377198,0.05191381405421842
8,2,Interaction,0.011311819135251255,1,47,0.011311819135251255,1.2064706779667331,0.2776273483268636,0.025027152185155985,,2,False,0.44420375732298173,0.2776273483268636
9,0,label,0.24305744722770606,1,47,0.24305744722770606,16.07661158211724,0.00021619659134726362,0.2548743691025264,,3,True,0.0025943590961671637,0.00021619659134726362
10,1,time_labels,0.0001205951186606795,1,47,0.0001205951186606795,0.027296460382624486,0.8694822433255034,0.0005804386481289637,1.0,3,False,0.9072858191222644,0.8694822433255034
11,2,Interaction,0.0011519655843736931,1,47,0.0011519655843736931,0.2607450723149046,0.6119989025144423,0.0055171595774872306,,3,False,0.6676351663793917,0.6119989025144423
12,0,label,0.13281265441962953,1,47,0.13281265441962953,3.7078221070853647,0.06022022160110017,0.07312130462347886,,4,False,0.20646933120377198,0.06022022160110017
13,1,time_labels,0.004323300365624271,1,47,0.004323300365624271,0.43664994179819844,0.5119699426381517,0.009204906803788644,1.0,4,False,0.6143639311657819,0.5119699426381517
14,2,Interaction,0.015257816421747172,1,47,0.015257816421747172,1.5410274764847343,0.22062487278891604,0.03174690682497957,,4,False,0.4073074574564604,0.22062487278891604
15,0,label,0.4111787922970581,1,47,0.4111787922970581,12.79562682220715,0.0008181675074665345,0.21398934173318265,,5,True,0.006545340059732276,0.0008181675074665345
16,1,time_labels,0.04545822005349548,1,47,0.04545822005349548,5.5783920923184445,0.022377971912281743,0.10609666576573443,1.0,5,False,0.10741426517895236,0.022377971912281743
17,2,Interaction,0.008835391524161018,1,47,0.008835391524161018,1.0842324700112695,0.3030794776905657,0.022548607190256673,,5,False,0.4546192165358486,0.3030794776905657
18,0,label,0.1281327093506337,1,47,0.1281327093506337,2.1297537671972195,0.1511157119548972,0.04334957136746747,,6,False,0.3670835050812768,0.1511157119548972
19,1,time_labels,0.029880945305346438,1,47,0.029880945305346438,2.1103340740606553,0.152951460450532,0.04297128321053923,1.0,6,False,0.3670835050812768,0.152951460450532
20,2,Interaction,0.012085485342729019,1,47,0.012085485342729019,0.8535342928310337,0.3602734542790307,0.017836389839211986,,6,False,0.48036460570537426,0.3602734542790307
21,0,label,0.41467466756160326,1,47,0.41467466756160326,5.765526877078989,0.02035247290327976,0.1092669251746541,,7,False,0.10741426517895236,0.02035247290327976
22,1,time_labels,0.08995549853762039,1,47,0.08995549853762039,3.050064977652475,0.08726711345242597,0.06094028007784484,1.0,7,False,0.2618013403572779,0.08726711345242597
23,2,Interaction,0.02883624846043009,1,47,0.02883624846043009,0.9777326894504423,0.3278225929167662,0.020378884841830605,,7,False,0.4628083664707287,0.3278225929167662
