,index,Source,SS,DF1,DF2,MS,F,p-unc,np2,eps,metric,Significant,q_value,p_value
0,0,label,0.007387452586638572,1,44,0.007387452586638572,0.3812609132951629,0.5401117880835964,0.008590583175183056,,0,False,0.8641788609337542,0.5401117880835964
1,1,time_labels,0.0004574959277631305,1,44,0.0004574959277631305,0.04022814348212142,0.8419594011677183,0.0009134408511931181,1.0,0,False,0.9622393156202494,0.8419594011677183
2,2,Interaction,6.495712434828604e-06,1,44,6.495712434828604e-06,0.0005711754706201001,0.9810410105571612,1.2981092184969595e-05,,0,False,0.9810410105571612,0.9810410105571612
3,0,label,0.07358498723572263,1,44,0.07358498723572263,0.9120148061288362,0.3447980034385879,0.020306699890123382,,1,False,0.7435074392458652,0.3447980034385879
4,1,time_labels,0.0029571184834528853,1,44,0.0029571184834528853,0.10347045573391948,0.7492272392031052,0.0023460842120751344,1.0,1,False,0.9268307375537175,0.7492272392031052
5,2,Interaction,0.019072048633150374,1,44,0.019072048633150374,0.6673366572540267,0.41838298984006994,0.014940148824513595,,1,False,0.7723993658585907,0.41838298984006994
6,0,label,0.6003696186483416,1,44,0.6003696186483416,9.892193289188603,0.002973072068696639,0.18355521802771183,,2,True,0.035916571429847784,0.002973072068696639
7,1,time_labels,0.012188189356545661,1,44,0.012188189356545661,0.8143407775756833,0.3717537196229326,0.018171432703148572,1.0,2,False,0.7435074392458652,0.3717537196229326
8,2,Interaction,0.04036117417247009,1,44,0.04036117417247009,2.6966884906350157,0.10768603897285291,0.05774903055868372,,2,False,0.40282425005144684,0.10768603897285291
9,0,label,0.18456309117837938,1,44,0.18456309117837938,9.66763147625908,0.0032846432709795078,0.18013896291539802,,3,True,0.035916571429847784,0.0032846432709795078
10,1,time_labels,0.0019204523499988858,1,44,0.0019204523499988858,0.4028710339337107,0.528897042351821,0.009073085243200316,1.0,3,False,0.8641788609337542,0.528897042351821
11,2,Interaction,0.0004765081073934141,1,44,0.0004765081073934141,0.09996150849745987,0.7533708504833969,0.00226670285138908,,3,False,0.9268307375537175,0.7533708504833969
12,0,label,0.0024305302225511066,1,44,0.0024305302225511066,0.11458654186744224,0.736591707762154,0.002597475140307449,,4,False,0.9268307375537175,0.736591707762154
13,1,time_labels,0.018627726248277507,1,44,0.018627726248277507,2.549455115522157,0.11749040626500533,0.05476874238796466,1.0,4,False,0.40282425005144684,0.11749040626500533
14,2,Interaction,0.041450192214506076,1,44,0.041450192214506076,5.673016833733046,0.021617603788538328,0.11420721339961958,,4,False,0.12970562273122999,0.021617603788538328
15,0,label,0.2666497715798827,1,44,0.2666497715798827,8.97192830303779,0.004489571428730973,0.16937137443273467,,5,True,0.035916571429847784,0.004489571428730973
16,1,time_labels,0.0001610556631967728,1,44,0.0001610556631967728,0.01770608092537301,0.8947493184764875,0.0004022490607034554,1.0,5,False,0.9760901656107137,0.8947493184764875
17,2,Interaction,0.011114438839909146,1,44,0.011114438839909146,1.2218952729349513,0.2749968189054704,0.027019992540344692,,5,False,0.7435074392458652,0.2749968189054704
18,0,label,0.04508068223343256,1,44,0.04508068223343256,1.0510185787938429,0.3108760374288674,0.023329518664613996,,6,False,0.7435074392458652,0.3108760374288674
19,1,time_labels,1.4155929119486683e-05,1,44,1.4155929119486683e-05,0.0009261435188201857,0.9758596655811597,2.104827329768838e-05,1.0,6,False,0.9810410105571612,0.9758596655811597
20,2,Interaction,0.0033013714268355088,1,44,0.0033013714268355088,0.21599032634127283,0.6444039384578597,0.0048848917495035405,,6,False,0.9268307375537175,0.6444039384578597
21,0,label,0.35798889174008897,1,44,0.35798889174008897,4.957849428316027,0.03113905875971592,0.1012677126591375,,7,False,0.1494674820466364,0.03113905875971592
22,1,time_labels,0.003139040909485265,1,44,0.003139040909485265,0.08472676288719919,0.7723589479614312,0.0019219074066832266,1.0,7,False,0.9268307375537175,0.7723589479614312
23,2,Interaction,0.034837468358283274,1,44,0.034837468358283274,0.940308204414762,0.3374990701087489,0.020923492561236812,,7,False,0.7435074392458652,0.3374990701087489
