,index,Source,SS,DF1,DF2,MS,F,p-unc,np2,eps,metric,Significant,q_value,p_value
0,0,label,227.59024390243923,1,88,227.59024390243923,4.819495245920889,0.030771160269422133,0.051923308063159174,,0,False,0.0923134808082664,0.030771160269422133
1,1,time_labels,0.0,1,88,0.0,0.0,1.0,0.0,1.0,0,False,1.0,1.0
2,2,Interaction,-1.8189894035458565e-12,1,88,-1.8189894035458565e-12,-88.0,1.0,-inf,,0,False,1.0,1.0
