,welch_ttest,p_value,t_value,Significant,q_value
0,0.0,0.14540963085354883,-1.480637593185466,0.0,0.14540963085354883
1,1.0,0.08686951146435475,-1.7492229876521515,0.0,0.11311751808001971
2,2.0,0.00010727395553231912,-4.238986743523926,1.0,0.000858191644258553
3,3.0,0.0002510522396250562,-4.069720917170854,1.0,0.0010042089585002249
4,4.0,0.014563493241408465,2.5394122163551813,1.0,0.028118403304557966
5,5.0,0.0005725949242667285,-3.6955859866524325,1.0,0.0015269197980446094
6,6.0,0.09897782832001725,-1.683534432017583,0.0,0.11311751808001971
7,7.0,0.017574002065348728,-2.4660638461279465,1.0,0.028118403304557966
