,index,Source,SS,DF1,DF2,MS,F,p-unc,np2,eps,metric,Significant,q_value,p_value
0,0,label,67.2133333333333,1,47,67.2133333333333,1.127906921388752,0.2936490015571037,0.023435611343561123,,0,False,,0.2936490015571037
1,1,time_labels,0.0,1,47,0.0,,,,1.0,0,False,,
2,2,Interaction,4.547473508864641e-13,1,47,4.547473508864641e-13,inf,0.0,1.0,,0,True,,0.0
