,welch_ttest,p_value,t_value,Significant,q_value
0,0.0,0.5839718663454889,0.5516929758510322,0.0,0.5839718663454889
1,1.0,0.2053026036597167,1.285617198720357,0.0,0.29369553436392665
2,2.0,0.05263165282135671,2.002616293489817,0.0,0.14035107419028456
3,3.0,0.010020099744799903,2.6915266774314572,0.0,0.08016079795839923
4,4.0,0.13244977124420623,-1.537922192229912,0.0,0.26489954248841246
5,5.0,0.049073821804943886,2.0249148504444863,0.0,0.14035107419028456
6,6.0,0.5303515994521988,0.632829480799941,0.0,0.5839718663454889
7,7.0,0.220271650772945,1.2436141023246459,0.0,0.29369553436392665
